0,File-bytes,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation
1,6000000000,8.000000,410.895906,127.499559,3.141637,0.000022
2,Value,Occurrences,Fraction
3,236,23436318,0.003906
3,237,23433308,0.003906
3,238,23442038,0.003907
3,239,23439461,0.003907
3,240,23437925,0.003906
3,241,23441655,0.003907
3,242,23431440,0.003905
3,243,23442522,0.003907
3,244,23438386,0.003906
3,245,23435936,0.003906
3,246,23434382,0.003906
3,247,23434049,0.003906
3,248,23436352,0.003906
3,249,23442630,0.003907
3,250,23439875,0.003907
3,251,23440280,0.003907
3,252,23440618,0.003907
3,253,23448321,0.003908
3,254,23440235,0.003907
3,255,23437285,0.003906
