0,File-bytes,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation
1,5999965279,8.000000,270.488747,127.500040,3.141541,-0.000021
2,Value,Occurrences,Fraction
3,186,23438699,0.003906
3,187,23432528,0.003905
3,188,23435343,0.003906
3,189,23433593,0.003906
3,190,23447591,0.003908
3,191,23438059,0.003906
3,192,23437950,0.003906
3,193,23440115,0.003907
3,194,23431575,0.003905
3,195,23432649,0.003905
3,196,23438491,0.003906
3,197,23437039,0.003906
3,198,23435018,0.003906
3,199,23439870,0.003907
3,200,23437524,0.003906
3,201,23438723,0.003906
3,202,23436616,0.003906
3,203,23429003,0.003905
3,204,23431664,0.003905
3,205,23434507,0.003906
3,206,23441307,0.003907
3,207,23428963,0.003905
3,208,23446423,0.003908
3,209,23434455,0.003906
3,210,23436853,0.003906
3,211,23433773,0.003906
3,212,23434484,0.003906
3,213,23430272,0.003905
3,214,23430878,0.003905
3,215,23444723,0.003907
3,216,23437642,0.003906
3,217,23429108,0.003905
3,218,23438910,0.003907
3,219,23444379,0.003907
3,220,23436201,0.003906
3,221,23441158,0.003907
3,222,23443670,0.003907
3,223,23443278,0.003907
3,224,23439417,0.003907
3,225,23436631,0.003906
3,226,23434530,0.003906
3,227,23431707,0.003905
3,228,23441428,0.003907
3,229,23433594,0.003906
3,230,23435275,0.003906
3,231,23433775,0.003906
3,232,23441311,0.003907
3,233,23439806,0.003907
3,234,23432737,0.003905
3,235,23437994,0.003906
3,236,23446824,0.003908
3,237,23444075,0.003907
3,238,23435837,0.003906
3,239,23434275,0.003906
3,240,23448237,0.003908
3,241,23432343,0.003905
3,242,23437807,0.003906
3,243,23442205,0.003907
3,244,23434994,0.003906
3,245,23441701,0.003907
3,246,23426151,0.003904
3,247,23436137,0.003906
3,248,23440211,0.003907
3,249,23440684,0.003907
3,250,23445172,0.003908
3,251,23428006,0.003905
3,252,23439510,0.003907
3,253,23444529,0.003907
3,254,23431236,0.003905
3,255,23432412,0.003905
